-30.147,54.954,9.9436
-32.097,62.224,2.447
-54.227,53.993,16.028
-52.992,11,25.509
-33.95,0.51578,37.88
-16.924,20.835,27.989
-9.1954,12.875,26.009
-16.532,69.706,1.3186
-11.972,50.763,-10.191
-32.858,55.458,-10.168
-0.45863,42.009,23.682
-7.6024,17.295,-7.5101
-0.24377,10.363,-5.9295
-1.0212,10.247,6.4183
-7.8015,17.398,9.5066
-51.402,-30.949,-12.724
-42.468,-49.095,-23.427
-54.3,-52.91,-14.549
-21.983,-24.147,-16.04
-17.706,-59.989,28.778
-29.285,-61.208,19.883
-38.281,-67.128,11.156
-22.467,-71.104,29.272
-33.043,-62.973,-25.746
-40.529,-77.036,-9.3821
-24.213,-70.965,-32.038
-36.876,-76.124,15.649
11.271,-59.254,6.0799
-16.15,-69.03,8.9055
-58.416,67.167,-1.9225
-64.168,50.986,-9.4444
-44.393,33.329,-11.873
-71.471,14.625,-5.607
-2.0542,-28.152,-20.158
-2.4765,-47.482,-22.317
15.255,0.63,-15.495
-63.255,0.44161,25.07
-56.951,5.737,-28.778
-43.285,-1.931,-35.146
-54.176,-10.734,-12.969
-41.533,0.61106,19.353
-51.22,-31.384,13.935
-12.244,-23.306,19.663
-45.121,-25.177,5.0158
-27.753,-22.744,7.282
-12.376,-5.0601,5.5398
13.959,2.8866,18.023
123.03,-19.455,-12.008
119.06,-6.9842,3.9815
120.74,-20.541,16.427
16.764,-41.447,-28.387
38.716,-48.255,-31.011
3.5362,-47.316,21.606
3.5309,-27.863,19.725
13.45,-41.525,8.6816
103.86,-26.776,-0.95986
105.67,-26.632,28.007
37.3,-49.776,-11.948
33.897,-51.38,13.576
84.318,-33.475,-11.442
3.6808,-61.633,-15.91
-21.171,-70.44,-11.103
-25.665,-57.902,-23.651
-33.166,-62.159,-12.695
86.95,-11.469,16.896
73.574,-10.327,6.3306
67.464,-18.905,1.1152
60.098,6.1441,8.513
69.348,-21.519,27.156
51.198,-45.172,29.178
22.721,-54.731,31.315
41.193,-34.203,31.534
34.486,1.2832,2.4561
40.537,6.4481,-5.8984
40.264,18.888,14.846
107.75,-1.3534,-14.958
99.249,10.264,4.2494
70.347,-5.5753,-3.3731
56.884,11.638,-10.954
80.514,-4.6648,-12.79
41.513,19.354,-13.327
-39.057,2.6236,-20.192
-16.197,10.339,-26.123
-7.7015,37.456,-15.124
-20.882,20.633,-28.556
-21.13,39.559,-0.22029
-11.591,45.627,6.3126
1.8991,35.832,1.1961
15.706,42.248,11.753
-2.2805,36.435,13.317
-6.6626,58.162,1.6098
9.0373,54.111,5.8061
23.15,27.976,9.6465
27.299,32.913,-3.6216
24.92,43.257,5.9316
-4.3971,42.654,-21.901
-12.057,17.567,-34.314
4.6824,43.329,-11.546
10.299,50.378,-7.1644
11.655,34.499,-14.129
23.158,39.265,-10.246
20.436,27.576,-10.086
5.0879,5.4393,-13.734
33.895,-33.463,23.883
53.883,-24.777,13.911
-36.747,32.266,5.2661
-52.029,27.748,2.1128
-48.972,9.7479,-6.1806
-53.836,17.396,1.5858
-68.468,12.625,10.438
-73.126,20.296,4.607
-48.622,-8.452,4.7672
-58.732,-8.8973,16.412
-74.114,-25.636,-4.5204
-67.044,-22.275,-11.439
-74.958,-19.997,6.9901
-67.162,-30.681,12.385
-51.041,-56.704,8.0144
-64.36,-47.294,4.4166
-50.118,-49.651,18.687
-36.528,-39.129,21.38
55.481,27.763,4.5797
94.806,6.3146,13.521
106.91,-9.5257,23.757
91.062,-18.266,30.848
83.771,-34.326,29.824
73.86,-34.336,31.934
80.096,-15.333,-17.338
68.64,22.147,-5.5575
85.006,10.29,-12.918
103.85,-10.209,-26.05
95.723,-5.3941,-19.877
86.113,-16.053,-30.688
110.97,-23.791,-26.93
89.633,-31.127,-31.425
22.046,-12.141,4.7009
19.712,-16.694,-5.1449
15.598,-37.803,1.2888
11.123,-42.315,-10.432
52.074,-44.898,2.4828
71.025,-38.453,9.3021
44.68,-27.494,-19.057
43.482,-30.361,-29.432
